1848659867,1.00951557093,1848659867,295,324,0.91049382716,1848659867,0.397046877978,1848659867,14,1848659867,6,1848659867,0.0155697098372,1848659867,0.818117480538
1840054921,0.153846153846,1840054921,98,518,0.189189189189,1840054921,0.0107129220731,1840054921,10,1840054921,4,1840054921,0.235849056604,1840054921,0.0817610062893
1267495677,0.327272727273,1267495677,38,13,2.92307692308,1267495677,0.0189900114458,1267495677,6,1267495677,3,1267495677,0.0794701986755,1267495677,0.364238410596
3195906584,0.0,3195906584,42,267,0.157303370787,3195906584,0.00609276389251,3195906584,7,3195906584,2,3195906584,0.762711864407,3195906584,0.220338983051
5407455269,0.08,5407455269,3,40,0.075,5407455269,0.0544633304448,5407455269,3,5407455269,1,5407455269,0.0740740740741,5407455269,0.925925925926
1822302130,0.814814814815,1822302130,95,110,0.863636363636,1822302130,0.0111255038096,1822302130,4,1822302130,2,1822302130,0.0705882352941,1822302130,0.0794117647059
2113402021,1.02931596091,2113402021,58,230,0.252173913043,2113402021,0.109671711248,2113402021,3,2113402021,1,2113402021,0.0644257703081,2113402021,0.859943977591
5527853148,0,5527853148,0,0,10000,5527853148,0,5527853148,0,5527853148,0,5527853148,10000.0,5527853148,10000.0
2887785390,0,2887785390,112,395,0.283544303797,2887785390,0,2887785390,3,2887785390,0,2887785390,0.620689655172,2887785390,0.0
2048806900,0.811320754717,2048806900,138,75,1.84,2048806900,0.0366586839244,2048806900,10,2048806900,4,2048806900,0.372372372372,2048806900,0.318318318318
3189641330,1.15853658537,3189641330,23,46,0.5,3189641330,0.0294922802058,3189641330,10,3189641330,6,3189641330,0.0816326530612,3189641330,0.239067055394
1374884594,0.264705882353,1374884594,93,1210,0.0768595041322,1374884594,0.0248634314074,1374884594,8,1374884594,3,1374884594,0.0301263362488,1374884594,0.0660835762877
2394192452,1.19834710744,2394192452,216,100,2.16,2394192452,0.0428331387684,2394192452,4,2394192452,4,2394192452,0.0110905730129,2394192452,0.223659889094
1837433854,1.83333333333,1837433854,466,450,1.03555555556,1837433854,0.00237244041413,1837433854,8,1837433854,1,1837433854,0.208530805687,1837433854,0.0284360189573
1320697722,0.550943396226,1320697722,410,220,1.86363636364,1320697722,0.183272855532,1320697722,18,1320697722,5,1320697722,0.195183776933,1320697722,0.671736375158
1911742770,1.40740740741,1911742770,197,290,0.679310344828,1911742770,0.00982084435821,1911742770,3,1911742770,1,1911742770,0.0,1911742770,0.0701298701299
2641519627,0.198630136986,2641519627,317,87,3.64367816092,2641519627,0.14997550343,2641519627,8,2641519627,5,2641519627,0.010752688172,2641519627,0.588709677419
1946406402,1.59618441971,1946406402,232,705,0.329078014184,1946406402,0.21566585165,1946406402,10,1946406402,3,1946406402,0.0199857244825,1946406402,0.448965024982
